case_name,a,b,n,clean_layer_classes,delta_n_to_n_plus_1,next_layer_classes,phi_hist
"R(2,7)",2,7,1,1,0,1,"{""0"": 1, ""1"": 1}"
"R(2,7)",2,7,2,1,0,1,"{""0"": 1, ""1"": 2, ""2"": 1}"
"R(2,7)",2,7,3,1,0,1,"{""0"": 1, ""1"": 3, ""2"": 3, ""3"": 1}"
"R(2,7)",2,7,4,1,0,1,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 4, ""4"": 1}"
"R(2,7)",2,7,5,1,0,1,"{""0"": 1, ""1"": 5, ""2"": 10, ""3"": 10, ""4"": 5, ""5"": 1}"
"R(2,7)",2,7,6,1,1,0,"{""1"": 7, ""2"": 15, ""3"": 20, ""4"": 15, ""5"": 6, ""6"": 1}"
