case_name,a,b,n,clean_layer_classes,delta_n_to_n_plus_1,next_layer_classes,phi_hist
"R(2,5)",2,5,1,1,0,1,"{""0"": 1, ""1"": 1}"
"R(2,5)",2,5,2,1,0,1,"{""0"": 1, ""1"": 2, ""2"": 1}"
"R(2,5)",2,5,3,1,0,1,"{""0"": 1, ""1"": 3, ""2"": 3, ""3"": 1}"
"R(2,5)",2,5,4,1,1,0,"{""1"": 5, ""2"": 6, ""3"": 4, ""4"": 1}"
